Pool Price,,,
,,,
,,,
,,,
Date (HE),Price ($),30Ravg ($),AIL Demand (MW)
06/06/2021 07,13.61,111.1,8461
06/06/2021 08,23.4,111.09,8587
06/06/2021 09,24.92,111.07,8793
06/06/2021 10,28.88,111.05,9012
06/06/2021 11,36.2,111.03,9225
06/06/2021 12,36.48,111.02,9314
06/06/2021 13,40.15,111.01,9390
06/06/2021 14,50.56,111.01,9419
06/06/2021 15,52.55,111.02,9350
06/06/2021 16,52.49,111.03,9376
06/06/2021 17,68.21,111.06,9449
06/06/2021 18,98.85,111.14,9549
06/06/2021 19,69.89,111.17,9525
06/06/2021 20,49.26,111.18,9476
06/06/2021 21,49.5,111.18,9386
06/06/2021 22,49.48,111.18,9291
06/06/2021 23,34.45,111.18,9149
06/06/2021 24,33.51,111.16,8913
06/07/2021 01,31.61,111.14,8642
06/07/2021 02,28.5,111.12,8424
06/07/2021 03,31.25,111.11,8368
06/07/2021 04,29.71,111.09,8338
06/07/2021 05,33.13,111.07,8427
06/07/2021 06,30.12,111.03,8493
06/07/2021 07,32.14,111,8817
06/07/2021 08,34.63,110.99,9218
06/07/2021 09,34.69,110.97,9472
06/07/2021 10,37.28,110.95,9677
06/07/2021 11,41.88,110.94,9831
06/07/2021 12,50.77,110.94,9917
06/07/2021 13,44.81,110.92,9913
06/07/2021 14,37.12,110.9,9914
06/07/2021 15,37.16,110.88,9889
06/07/2021 16,38.37,110.86,9898
06/07/2021 17,47.08,110.85,10007
06/07/2021 18,51.22,110.85,9981
06/07/2021 19,38.19,110.83,9735
06/07/2021 20,37.7,110.82,9577
06/07/2021 21,46.38,110.82,9451
06/07/2021 22,47.47,110.82,9298
06/07/2021 23,56.04,110.83,9244
06/07/2021 24,58.03,110.84,9072
06/08/2021 01,59.57,110.86,8832
06/08/2021 02,53.47,110.86,8676
06/08/2021 03,43.61,110.86,8624
06/08/2021 04,43.12,110.85,8579
06/08/2021 05,47.34,110.85,8627
06/08/2021 06,42.72,110.84,8647
06/08/2021 07,52.2,110.84,8894
06/08/2021 08,60.97,110.86,9293
06/08/2021 09,112.53,110.96,9457
06/08/2021 10,217.18,111.19,9488
06/08/2021 11,127,111.29,9576
06/08/2021 12,164.24,111.32,9646
06/08/2021 13,259.44,111.59,9655
06/08/2021 14,129.72,111.69,9642
06/08/2021 15,285.37,112.01,9637
06/08/2021 16,130.26,112.12,9660
06/08/2021 17,211.49,112.33,9717
06/08/2021 18,180.86,112.5,9741
06/08/2021 19,153.46,112.64,9587
06/08/2021 20,111.32,112.72,9510
06/08/2021 21,72.49,112.75,9444
06/08/2021 22,56.8,112.76,9389
06/08/2021 23,55.61,112.76,9269
06/08/2021 24,45.85,112.75,8995
06/09/2021 01,43.09,112.72,8767
06/09/2021 02,40.89,112.71,8671
06/09/2021 03,38.9,112.69,8648
06/09/2021 04,39.26,112.67,8639
06/09/2021 05,38.71,112.66,8644
06/09/2021 06,37.92,112.65,8638
06/09/2021 07,41.81,112.62,8900
06/09/2021 08,49.66,112.62,9320
06/09/2021 09,51.61,112.62,9564
06/09/2021 10,53.46,112.62,9650
06/09/2021 11,133.52,112.73,9724
06/09/2021 12,309.01,113.09,9652
06/09/2021 13,264.36,113.39,9612
06/09/2021 14,252.45,113.67,9626
06/09/2021 15,255.81,113.96,9580
06/09/2021 16,64.4,113.98,9613
06/09/2021 17,141.33,114.11,9765
06/09/2021 18,191.96,114.3,9787
06/09/2021 19,59.1,114.31,9626
06/09/2021 20,53.86,114.31,9491
06/09/2021 21,55.95,114.31,9435
06/09/2021 22,50.47,114.32,9344
06/09/2021 23,51.49,114.33,9275
06/09/2021 24,46.09,114.33,8995
06/10/2021 01,38.87,114.33,8781
06/10/2021 02,38.38,114.32,8655
06/10/2021 03,38.21,114.31,8591
06/10/2021 04,37.72,114.3,8558
06/10/2021 05,38.08,114.28,8549
06/10/2021 06,37.11,114.27,8604
06/10/2021 07,38.41,114.26,8871
06/10/2021 08,38.29,114.26,9353
06/10/2021 09,38.17,114.25,9623
06/10/2021 10,48.86,114.24,9764
06/10/2021 11,54.35,114.24,9862
06/10/2021 12,67.51,114.22,9941
06/10/2021 13,54.08,114.18,9900
06/10/2021 14,54.35,114.15,9884
06/10/2021 15,54.45,114.14,9878
06/10/2021 16,53.98,114.14,9855
06/10/2021 17,53.98,114.14,9905
06/10/2021 18,53.51,114.07,9872
06/10/2021 19,44.35,113.83,9640
06/10/2021 20,49.76,113.82,9494
06/10/2021 21,44.56,113.79,9313
06/10/2021 22,48.39,113.77,9174
06/10/2021 23,43.1,113.72,9109
06/10/2021 24,34.68,113.38,8835
06/11/2021 01,26.82,113.35,8592
06/11/2021 02,29.15,113.32,8453
06/11/2021 03,29.92,113.3,8374
06/11/2021 04,30.76,113.28,8353
06/11/2021 05,25.19,113.25,8369
06/11/2021 06,25.73,113.22,8389
06/11/2021 07,27.43,113.2,8628
06/11/2021 08,32.03,113.18,9065
06/11/2021 09,35.68,113.17,9340
06/11/2021 10,35.1,113.14,9436
06/11/2021 11,30.07,113.12,9502
06/11/2021 12,45.2,112.9,9586
06/11/2021 13,179.56,113.04,9557
06/11/2021 14,363.71,113.44,9485
06/11/2021 15,105.44,113.47,9586
06/11/2021 16,74.64,113.48,9659
06/11/2021 17,78.25,113.52,9674
06/11/2021 18,64.95,113.54,9652
06/11/2021 19,54.4,113.55,9478
06/11/2021 20,80.42,113.58,9404
06/11/2021 21,78.35,113.63,9295
06/11/2021 22,56.75,113.65,9232
06/11/2021 23,62.17,113.68,9192
06/11/2021 24,60.32,113.71,8958
06/12/2021 01,45.23,113.73,8764
06/12/2021 02,45.99,113.75,8602
06/12/2021 03,44.5,113.75,8506
06/12/2021 04,41.92,113.76,8431
06/12/2021 05,41.82,113.75,8400
06/12/2021 06,40.14,113.75,8359
06/12/2021 07,46.15,113.75,8425
06/12/2021 08,51.36,113.76,8602
06/12/2021 09,46.32,113.76,8816
06/12/2021 10,42.07,113.73,8986
06/12/2021 11,39.85,113.42,9150
06/12/2021 12,41.33,112.67,9219
06/12/2021 13,38.8,111.97,9233
06/12/2021 14,37.04,111.36,9208
06/12/2021 15,37.42,110.56,9245
06/12/2021 16,39.79,110.34,9299
06/12/2021 17,49.55,110.24,9361
06/12/2021 18,48.3,109.96,9488
06/12/2021 19,50.32,109.37,9462
06/12/2021 20,74.56,108.38,9360
06/12/2021 21,75.55,108.06,9225
06/12/2021 22,55.21,107.8,9081
06/12/2021 23,49.09,107.52,9058
06/12/2021 24,54.34,107.33,8904
06/13/2021 01,56.4,107.35,8680
06/13/2021 02,52.62,107.35,8506
06/13/2021 03,58.93,107.37,8399
06/13/2021 04,58.68,107.38,8361
06/13/2021 05,59.53,107.39,8355
06/13/2021 06,44.64,107.39,8292
06/13/2021 07,42.47,107.35,8334
06/13/2021 08,41.77,107.34,8505
06/13/2021 09,45.46,107.34,8768
06/13/2021 10,49.18,107.34,9019
06/13/2021 11,51.38,107.34,9283
06/13/2021 12,55.68,106.6,9449
06/13/2021 13,58.01,105.66,9474
06/13/2021 14,72.58,104.7,9517
06/13/2021 15,82.45,103.8,9535
06/13/2021 16,92.23,103.48,9648
06/13/2021 17,212.78,103.18,9777
06/13/2021 18,467.03,103.58,9877
06/13/2021 19,367.4,103.59,9829
06/13/2021 20,304.25,103.53,9825
06/13/2021 21,137.19,103.53,9798
06/13/2021 22,55.56,103.52,9741
06/13/2021 23,53.23,103.51,9659
06/13/2021 24,47.91,103.5,9397
06/14/2021 01,35,103.48,9074
06/14/2021 02,37.96,103.47,8875
06/14/2021 03,33.83,103.45,8748
06/14/2021 04,30.11,103.43,8671
06/14/2021 05,29.11,103.41,8669
06/14/2021 06,35.6,103.4,8784
06/14/2021 07,43.87,103.4,9057
06/14/2021 08,49.21,103.4,9502
06/14/2021 09,58.15,103.41,9905
06/14/2021 10,68.63,103.43,10156
06/14/2021 11,122.18,103.53,10303
06/14/2021 12,226.26,103.78,10317
06/14/2021 13,255.25,104.06,10449
06/14/2021 14,614.4,104.83,10538
06/14/2021 15,701.46,105.72,10591
06/14/2021 16,702.53,106.62,10683
06/14/2021 17,633.97,107.42,10687
06/14/2021 18,612.8,108.11,10682
06/14/2021 19,665.7,108.3,10541
06/14/2021 20,679.15,109.12,10328
06/14/2021 21,490,109.67,10144
06/14/2021 22,395.37,109.76,9907
06/14/2021 23,161.88,109.89,9709
06/14/2021 24,82.67,109.7,9495
06/15/2021 01,58.03,109.7,9236
06/15/2021 02,54.34,109.72,9108
06/15/2021 03,48.2,109.73,8993
06/15/2021 04,56.75,109.75,8907
06/15/2021 05,51.76,109.77,8852
06/15/2021 06,48.48,109.78,8865
06/15/2021 07,68.84,109.81,9122
06/15/2021 08,54.08,109.83,9616
06/15/2021 09,50.88,109.84,9963
06/15/2021 10,53.91,109.84,10187
06/15/2021 11,42.93,109.81,10362
06/15/2021 12,48.09,109.78,10427
06/15/2021 13,47.11,109.74,10354
06/15/2021 14,60.68,109.67,10407
06/15/2021 15,63.55,109.6,10480
06/15/2021 16,67.93,109.54,10444
06/15/2021 17,66.09,109.4,10562
06/15/2021 18,75.1,108.88,10581
06/15/2021 19,51.34,108.58,10417
06/15/2021 20,47.28,108.09,10294
06/15/2021 21,49.82,108.06,10019
06/15/2021 22,42.09,108.04,9744
06/15/2021 23,33.33,108.03,9476
06/15/2021 24,39.06,108.02,9163
06/16/2021 01,42.45,108.01,8908
06/16/2021 02,48.43,108.02,8738
06/16/2021 03,52.46,108.04,8722
06/16/2021 04,47.08,108.05,8665
06/16/2021 05,42.3,108.05,8642
06/16/2021 06,41.35,108.05,8637
06/16/2021 07,42.24,108.05,8891
06/16/2021 08,52.17,108.05,9361
06/16/2021 09,55.04,108.03,9714
06/16/2021 10,55.92,108.03,9918
06/16/2021 11,59.68,108.05,10106
06/16/2021 12,62.58,108.05,10178
06/16/2021 13,59.05,107.63,10163
06/16/2021 14,54.67,107.06,10074
06/16/2021 15,53.11,106.94,10073
06/16/2021 16,53.14,106.95,10133
06/16/2021 17,55.68,106.98,10201
06/16/2021 18,65.21,107.02,10240
06/16/2021 19,56.2,107.05,10083
06/16/2021 20,60.98,107.08,9931
06/16/2021 21,130.71,107.21,9717
06/16/2021 22,73.79,107.26,9601
06/16/2021 23,43.7,107.26,9518
06/16/2021 24,50.16,107.28,9247
06/17/2021 01,51.98,107.3,9023
06/17/2021 02,50.09,107.31,8884
06/17/2021 03,45.11,107.31,8745
06/17/2021 04,45.99,107.31,8729
06/17/2021 05,44.49,107.32,8722
06/17/2021 06,44.91,107.32,8746
06/17/2021 07,64.55,107.34,9010
06/17/2021 08,64.35,107.37,9417
06/17/2021 09,82.53,107.42,9713
06/17/2021 10,100.55,107.49,9857
06/17/2021 11,75,107.54,9997
06/17/2021 12,79.25,107.6,10126
06/17/2021 13,70.98,107.65,10182
06/17/2021 14,58.42,107.68,10148
06/17/2021 15,48.63,107.69,10141
06/17/2021 16,45,107.69,10139
06/17/2021 17,43.34,107.7,10103
06/17/2021 18,49.3,107.7,10046
06/17/2021 19,51.91,107.72,9875
06/17/2021 20,53.92,107.74,9825
06/17/2021 21,54.35,107.75,9749
06/17/2021 22,54.28,107.77,9598
06/17/2021 23,55.29,107.79,9521
06/17/2021 24,56.89,107.81,9222
06/18/2021 01,71.82,107.87,8977
06/18/2021 02,63.44,107.92,8843
06/18/2021 03,62.12,107.97,8755
06/18/2021 04,56.14,108.01,8747
06/18/2021 05,57.14,108.03,8777
06/18/2021 06,55.3,108.05,8775
06/18/2021 07,64.28,108.07,8995
06/18/2021 08,68.15,107.99,9395
06/18/2021 09,81.57,108.02,9673
06/18/2021 10,80.68,108.06,9850
06/18/2021 11,105.14,108.13,9865
06/18/2021 12,136.76,108.25,9956
06/18/2021 13,291.89,108.59,9870
06/18/2021 14,150.6,108.73,9922
06/18/2021 15,443.5,109.28,10018
06/18/2021 16,391.99,109.75,9984
06/18/2021 17,214.49,109.98,10040
06/18/2021 18,192.34,110.17,9997
06/18/2021 19,142.18,110.29,9858
06/18/2021 20,80.71,110.26,9791
06/18/2021 21,82.13,110.28,9702
06/18/2021 22,60.11,110.27,9669
06/18/2021 23,59.79,110.28,9632
06/18/2021 24,63.64,110.31,9382
06/19/2021 01,54.28,110.32,9127
06/19/2021 02,50.98,110.34,8954
06/19/2021 03,45.14,110.34,8838
06/19/2021 04,42.62,110.34,8792
06/19/2021 05,41.33,110.33,8769
06/19/2021 06,42.3,110.32,8664
06/19/2021 07,44.72,110.28,8724
06/19/2021 08,41.01,110.27,8903
06/19/2021 09,41.81,110.24,9085
06/19/2021 10,42.3,110.1,9362
06/19/2021 11,42.3,109.32,9527
06/19/2021 12,46.02,108.54,9628
06/19/2021 13,57.33,108.1,9657
06/19/2021 14,76.54,107.85,9649
06/19/2021 15,92.23,107.86,9639
06/19/2021 16,95.12,107.71,9598
06/19/2021 17,105.25,107.59,9646
06/19/2021 18,130.43,107.37,9708
06/19/2021 19,119.84,107.25,9596
06/19/2021 20,88.81,107.25,9477
06/19/2021 21,85.35,107.27,9406
06/19/2021 22,74.05,107.26,9342
06/19/2021 23,67.4,107.28,9371
06/19/2021 24,65.58,107.26,9207
06/20/2021 01,53.8,107.15,8942
06/20/2021 02,47.21,107.12,8783
06/20/2021 03,45.53,107.09,8673
06/20/2021 04,44.17,107.06,8647
06/20/2021 05,42.83,107.03,8598
06/20/2021 06,42.68,107,8485
06/20/2021 07,44.39,107,8520
06/20/2021 08,44.06,106.98,8647
06/20/2021 09,46.28,106.92,8890
06/20/2021 10,49.31,106.86,9060
06/20/2021 11,53.63,106.83,9253
06/20/2021 12,53.88,106.59,9406
06/20/2021 13,55.21,106.39,9482
06/20/2021 14,61.7,106.05,9526
06/20/2021 15,54.11,105.96,9504
06/20/2021 16,56.01,105.95,9579
06/20/2021 17,90.84,105.99,9707
06/20/2021 18,93.56,106,9760
06/20/2021 19,81.45,106.01,9735
06/20/2021 20,83.8,106.05,9701
06/20/2021 21,116.21,106.14,9649
06/20/2021 22,93.23,106.2,9550
06/20/2021 23,72.02,106.23,9456
06/20/2021 24,63.6,106.2,9228
06/21/2021 01,53.23,106.13,8944
06/21/2021 02,47.4,106.12,8784
06/21/2021 03,44.57,106.11,8671
06/21/2021 04,42.77,106.1,8613
06/21/2021 05,40.88,106.08,8588
06/21/2021 06,34.5,106.06,8608
06/21/2021 07,38.77,106.05,8918
06/21/2021 08,39.57,106.04,9357
06/21/2021 09,46.32,106.04,9685
06/21/2021 10,50.94,106.05,9920
06/21/2021 11,52.69,106.05,10151
06/21/2021 12,54.32,106.06,10309
06/21/2021 13,55.6,106.06,10440
06/21/2021 14,70.77,106.1,10564
06/21/2021 15,117.04,106.2,10587
06/21/2021 16,190.43,106.4,10618
06/21/2021 17,290.27,106.72,10600
06/21/2021 18,615.24,107.46,10524
06/21/2021 19,591.35,108.18,10363
06/21/2021 20,473.25,108.75,10233
06/21/2021 21,381.43,109.2,10093
06/21/2021 22,100.06,109.27,9947
06/21/2021 23,55.01,109.29,9793
06/21/2021 24,68.27,109.32,9448
06/22/2021 01,47.18,109.33,9109
06/22/2021 02,44.98,109.33,8965
06/22/2021 03,43.69,109.33,8857
06/22/2021 04,43.28,109.33,8789
06/22/2021 05,38.86,109.31,8786
06/22/2021 06,31.23,109.3,8807
06/22/2021 07,32.63,109.28,9128
06/22/2021 08,36.27,109.28,9634
06/22/2021 09,47,109.29,10052
06/22/2021 10,52.89,109.29,10343
06/22/2021 11,56.48,109.31,10518
06/22/2021 12,91.54,109.38,10606
06/22/2021 13,115.36,109.47,10720
06/22/2021 14,128.05,109.57,10825
06/22/2021 15,55.93,109.57,10820
06/22/2021 16,54.2,109.58,10899
06/22/2021 17,112.64,109.65,10977
06/22/2021 18,84.35,109.68,10892
06/22/2021 19,71.33,109.7,10850
06/22/2021 20,53.6,109.7,10791
06/22/2021 21,53.76,109.7,10672
06/22/2021 22,47.94,109.68,10472
06/22/2021 23,47.2,109.66,10191
06/22/2021 24,35.79,109.62,9717
06/23/2021 01,29.87,109.58,9323
06/23/2021 02,25.62,109.54,9085
06/23/2021 03,25.53,109.5,9008
06/23/2021 04,27.03,109.47,9013
06/23/2021 05,25.39,109.44,8973
06/23/2021 06,26.05,109.41,8991
06/23/2021 07,27.64,109.38,9282
06/23/2021 08,30.73,109.36,9740
06/23/2021 09,44.18,109.36,10013
06/23/2021 10,44.86,109.36,10190
06/23/2021 11,49.85,109.37,10314
06/23/2021 12,56.78,109.39,10409
06/23/2021 13,67.75,109.42,10531
06/23/2021 14,72.33,109.47,10629
06/23/2021 15,79.43,109.52,10678
06/23/2021 16,105.52,109.61,10581
06/23/2021 17,118.36,109.71,10611
06/23/2021 18,131.12,109.83,10592
06/23/2021 19,119.14,109.9,10374
06/23/2021 20,101.31,109.97,10179
06/23/2021 21,58.47,109.98,10029
06/23/2021 22,55.26,109.99,9858
06/23/2021 23,55.18,110.01,9671
06/23/2021 24,53.34,110.02,9369
06/24/2021 01,46.44,110.02,9083
06/24/2021 02,50.33,110.04,8937
06/24/2021 03,48.76,110.05,8816
06/24/2021 04,48.91,110.05,8810
06/24/2021 05,47.46,110.05,8816
06/24/2021 06,41.31,110.05,8841
06/24/2021 07,45.13,110.03,9119
06/24/2021 08,49.23,109.99,9530
06/24/2021 09,53.29,109.98,9842
06/24/2021 10,61.83,109.98,10104
06/24/2021 11,55.68,109.98,10284
06/24/2021 12,55.71,109.98,10368
06/24/2021 13,58.01,109.99,10422
06/24/2021 14,74.61,110,10484
06/24/2021 15,85.2,109.97,10448
06/24/2021 16,101.26,109.87,10456
06/24/2021 17,107.72,109.59,10519
06/24/2021 18,125.32,109.42,10521
06/24/2021 19,74.26,109.34,10397
06/24/2021 20,69.44,109.31,10286
06/24/2021 21,66.63,109.33,10143
06/24/2021 22,69.51,109.35,9958
06/24/2021 23,66.72,109.37,9841
06/24/2021 24,58.17,109.37,9559
06/25/2021 01,51.87,109.37,9247
06/25/2021 02,48.58,109.36,9088
06/25/2021 03,44.46,109.35,8940
06/25/2021 04,43.35,109.34,8893
06/25/2021 05,35.63,109.32,8835
06/25/2021 06,32.36,109.3,8870
06/25/2021 07,29.45,109.27,9169
06/25/2021 08,47.26,108.87,9644
06/25/2021 09,53.94,108.24,9983
06/25/2021 10,53.63,107.93,10258
06/25/2021 11,50,107.72,10458
06/25/2021 12,50.17,107.56,10574
06/25/2021 13,49.68,107.38,10668
06/25/2021 14,57.97,107.34,10759
06/25/2021 15,56.09,107.32,10831
06/25/2021 16,58.04,107.26,10903
06/25/2021 17,78.92,107.24,10895
06/25/2021 18,110.43,107.28,10801
06/25/2021 19,127.35,107.39,10664
06/25/2021 20,146.68,107.54,10565
06/25/2021 21,147.12,107.69,10401
06/25/2021 22,109.1,107.78,10221
06/25/2021 23,108.48,107.87,10049
06/25/2021 24,73.08,107.91,9762
06/26/2021 01,68.73,107.95,9492
06/26/2021 02,50.96,107.97,9232
06/26/2021 03,44.91,107.97,9099
06/26/2021 04,38.56,107.97,9023
06/26/2021 05,28.48,107.95,8940
06/26/2021 06,27.15,107.93,8813
06/26/2021 07,31.96,107.92,8952
06/26/2021 08,44.34,107.92,9241
06/26/2021 09,49.35,107.93,9634
06/26/2021 10,52.78,107.94,10020
06/26/2021 11,56.59,107.97,10345
06/26/2021 12,57.48,107.99,10570
06/26/2021 13,63.97,108.02,10691
06/26/2021 14,108.78,108.11,10674
06/26/2021 15,421.9,108.63,10566
06/26/2021 16,201.87,108.84,10606
06/26/2021 17,185.16,109.05,10654
06/26/2021 18,250.33,109.34,10672
06/26/2021 19,343.76,109.76,10655
06/26/2021 20,321.31,110.16,10553
06/26/2021 21,179.5,110.34,10380
06/26/2021 22,61.68,110.36,10268
06/26/2021 23,63.8,110.39,10190
06/26/2021 24,83.23,110.46,9908
06/27/2021 01,64.89,110.49,9611
06/27/2021 02,54.02,110.52,9342
06/27/2021 03,43.83,110.53,9136
06/27/2021 04,43.3,110.54,9060
06/27/2021 05,43.23,110.56,9026
06/27/2021 06,38.52,110.57,8888
06/27/2021 07,39.28,110.57,8975
06/27/2021 08,45.66,110.58,9245
06/27/2021 09,50.1,110.6,9583
06/27/2021 10,52.33,110.63,9955
06/27/2021 11,51.4,110.66,10271
06/27/2021 12,55.57,110.71,10486
06/27/2021 13,64.77,110.76,10622
06/27/2021 14,57.08,110.79,10616
06/27/2021 15,121.87,110.92,10620
06/27/2021 16,248.06,111.21,10643
06/27/2021 17,255.39,111.52,10717
06/27/2021 18,364.75,111.97,10790
06/27/2021 19,486.53,112.6,10803
06/27/2021 20,596.26,113.39,10750
06/27/2021 21,614.77,114.19,10581
06/27/2021 22,177.79,114.38,10392
06/27/2021 23,64.48,114.41,10278
06/27/2021 24,51.45,114.43,10031
06/28/2021 01,47.79,114.44,9713
06/28/2021 02,41.22,114.44,9434
06/28/2021 03,31.64,114.43,9287
06/28/2021 04,29.54,114.43,9187
06/28/2021 05,29.82,114.42,9122
06/28/2021 06,31.65,114.42,9140
06/28/2021 07,40.23,114.44,9464
06/28/2021 08,49.49,114.45,10022
06/28/2021 09,65.88,114.49,10488
06/28/2021 10,125.94,114.61,10800
06/28/2021 11,192.88,114.82,11031
06/28/2021 12,206.92,115.05,11231
06/28/2021 13,668.19,115.92,11328
06/28/2021 14,695.29,116.82,11359
06/28/2021 15,798.27,117.87,11414
06/28/2021 16,926.41,119.1,11467
06/28/2021 17,928.23,120.33,11512
06/28/2021 18,979.67,121.63,11494
06/28/2021 19,771.04,122.64,11359
06/28/2021 20,843.12,123.75,11248
06/28/2021 21,629.24,124.56,11058
06/28/2021 22,548.99,125.26,10790
06/28/2021 23,107.94,125.34,10609
06/28/2021 24,67.92,125.37,10412
06/29/2021 01,82.67,125.43,10058
06/29/2021 02,70.47,125.46,9779
06/29/2021 03,62.96,125.49,9629
06/29/2021 04,59.34,125.52,9506
06/29/2021 05,57.49,125.55,9407
06/29/2021 06,58.19,125.57,9410
06/29/2021 07,55.14,125.6,9719
06/29/2021 08,62.87,125.63,10236
06/29/2021 09,84.27,125.69,10732
06/29/2021 10,154.36,125.85,11082
06/29/2021 11,731.63,126.8,11241
06/29/2021 12,535.78,127.49,11456
06/29/2021 13,536.64,128.17,11602
06/29/2021 14,639.29,129,11721
06/29/2021 15,878.97,130.16,11641
06/29/2021 16,903.55,131.36,11657
06/29/2021 17,989.84,132.67,11674
06/29/2021 18,999.99,133.98,11621
06/29/2021 19,901.96,135.15,11402
06/29/2021 20,632.27,135.94,11232
06/29/2021 21,549.12,136.63,11034
06/29/2021 22,119.67,136.74,10864
06/29/2021 23,202.78,136.96,10718
06/29/2021 24,77.62,137.01,10489
06/30/2021 01,64.06,137.05,10143
06/30/2021 02,52.63,137.06,9861
06/30/2021 03,46.91,137.07,9656
06/30/2021 04,38.14,137.07,9510
06/30/2021 05,36.76,137.07,9397
06/30/2021 06,36.75,137.07,9350
06/30/2021 07,50.89,137.09,9655
06/30/2021 08,61.58,137.12,10161
06/30/2021 09,93.58,137.18,10650
06/30/2021 10,269.38,137.47,11009
06/30/2021 11,671.46,138.28,11166
06/30/2021 12,625.65,139.07,11378
06/30/2021 13,610.89,139.84,11476
06/30/2021 14,542.07,140.49,11434
06/30/2021 15,579.3,140.61,11369
06/30/2021 16,595.36,140.6,11374
06/30/2021 17,559.73,140.56,11318
06/30/2021 18,560.66,140.57,11197
06/30/2021 19,513.63,140.52,11049
06/30/2021 20,505.23,140.68,10950
06/30/2021 21,401.71,141.01,10776
06/30/2021 22,76.61,140.97,10673
06/30/2021 23,72.98,140.86,10622
06/30/2021 24,65.77,140.8,10381
07/01/2021 01,51.62,140.82,10003
07/01/2021 02,39.69,140.81,9740
07/01/2021 03,31.9,140.81,9531
07/01/2021 04,31.92,140.8,9394
07/01/2021 05,35.15,140.81,9323
07/01/2021 06,37.77,140.81,9228
07/01/2021 07,40.51,140.81,9319
07/01/2021 08,42.07,140.81,9642
07/01/2021 09,57.76,140.83,9983
07/01/2021 10,61.29,140.84,10333
07/01/2021 11,78.16,140.51,10609
07/01/2021 12,79.3,139.79,10851
07/01/2021 13,100.98,138.84,10954
07/01/2021 14,118.63,137.89,11015
07/01/2021 15,118.63,136.96,11053
07/01/2021 16,185.36,135.97,11041
07/01/2021 17,343.2,135.2,11020
07/01/2021 18,539.59,134.7,10988
07/01/2021 19,420.44,134.17,10846
07/01/2021 20,214.02,133.39,10722
07/01/2021 21,85.58,132.43,10712
07/01/2021 22,65.26,131.8,10582
07/01/2021 23,62.45,131.44,10471
07/01/2021 24,61.36,131.26,10252
07/02/2021 01,43.26,131.25,9976
07/02/2021 02,43.09,131.23,9736
07/02/2021 03,54.09,131.24,9544
07/02/2021 04,56,131.26,9466
07/02/2021 05,40.99,131.26,9370
07/02/2021 06,36.93,131.25,9315
07/02/2021 07,52.99,131.25,9530
07/02/2021 08,43.08,131.24,9992
07/02/2021 09,61.94,131.15,10366
07/02/2021 10,75.8,130.93,10687
07/02/2021 11,70.32,130.22,10934
07/02/2021 12,78.47,129.19,11109
07/02/2021 13,134.97,128.22,11158
07/02/2021 14,199.74,127.33,11103
07/02/2021 15,207.22,126.44,11171
07/02/2021 16,292.28,125.68,11184
07/02/2021 17,480.07,125.15,11140
07/02/2021 18,346.5,124.24,11004
07/02/2021 19,184.19,123.11,10712
07/02/2021 20,65.17,121.82,10563
07/02/2021 21,59.14,120.63,10396
07/02/2021 22,46.4,120.09,10193
07/02/2021 23,46.34,119.88,10032
07/02/2021 24,53.92,119.61,9725
07/03/2021 01,51.55,119.62,9478
07/03/2021 02,48.7,119.65,9335
07/03/2021 03,46.35,119.66,9226
07/03/2021 04,52.06,119.69,9176
07/03/2021 05,43.74,119.71,9106
07/03/2021 06,33.92,119.71,9020
07/03/2021 07,34.93,119.71,9019
07/03/2021 08,45.08,119.7,9168
07/03/2021 09,42.5,119.68,9432
07/03/2021 10,49.07,119.65,9728
07/03/2021 11,74.34,119.57,9979
07/03/2021 12,58.18,119.5,10153
07/03/2021 13,61.2,119.49,10248
07/03/2021 14,57.91,119.5,10330
07/03/2021 15,94.29,119.55,10409
07/03/2021 16,78.64,119.45,10486
07/03/2021 17,103,119.32,10548
07/03/2021 18,126.01,119.03,10554
07/03/2021 19,113.51,118.91,10473
07/03/2021 20,91.2,118.78,10370
07/03/2021 21,64.92,118.72,10187
07/03/2021 22,62.7,118.69,10089
07/03/2021 23,60.88,118.61,9998
07/03/2021 24,62.19,118.6,9738
07/04/2021 01,40.55,118.58,9454
07/04/2021 02,32.1,118.55,9231
07/04/2021 03,37.64,118.53,9093
07/04/2021 04,35.94,118.51,8985
07/04/2021 05,32.27,118.48,8896
07/04/2021 06,31.17,118.45,8868
07/04/2021 07,36.2,118.31,8866
07/04/2021 08,37.65,117.89,8969
07/04/2021 09,36.74,117.29,9144
07/04/2021 10,39.18,116.33,9399
07/04/2021 11,39.8,115.35,9620
07/04/2021 12,41.5,114.55,9779
07/04/2021 13,42.53,113.85,9848
07/04/2021 14,44.51,113.17,9868
07/04/2021 15,45.53,112.99,9896
07/04/2021 16,53.49,112.96,9948
07/04/2021 17,77.61,112.75,10079
07/04/2021 18,64.16,112.7,10118
07/04/2021 19,46.13,112.59,9997
07/04/2021 20,26.25,112.49,9867
07/04/2021 21,30.5,112.44,9760
07/04/2021 22,44.31,112.43,9634
07/04/2021 23,58.07,112.45,9529
07/04/2021 24,53.51,112.44,9265
07/05/2021 01,49.19,112.44,9052
07/05/2021 02,45.53,112.46,8903
07/05/2021 03,43.73,112.48,8807
07/05/2021 04,39.26,112.49,8769
07/05/2021 05,38.77,112.5,8789
07/05/2021 06,38.46,112.52,8874
07/05/2021 07,42.99,112.55,9105
07/05/2021 08,50.16,112.58,9472
